,sentence,label
4398,"Für Auskünfte, Anregungen zum Thema Datenschutz und zur Wahrnehmung Ihrer Rechte stehen
wir bzw. unser Datenschutzbeauftragter Ihnen gerne zur Verfügung.",None
4399,"Bitte richten Sie Ihr Anliegen
unter Angabe Ihrer aktuellen bzw. bei uns hinterlegten Anschrift, Ihrem Geburtsdatum und Ihrer
E-Mail-Adresse (soweit vorhanden)",None
4400,"
per Brief an
Verivox",None
4401,"GmbH
",None
4402,"Customer Service
",None
4403,"Max-Jarecki-Straße 21
",None
4404,"69115 Heidelberg
oder per Fax an
",None
4405,"+49 (6221) 7961-8669
oder per E-Mail an
service@verivox.de",None
4406,"
",None
4407,"Ihre Angaben verwenden wir ausschließlich zum Abgleich mit den Angaben in unserer Datenbank
und somit zum Schutz Ihrer personenbezogenen Daten vor dem Zugriff unberechtigter Dritter.",None
4408,"
",None
4409,"Daten­schutz­er­klä­rung
 10 Minuten Lesezeit
",None
4410,"Die Techniker Krankenkasse (TK) möchte mit ihrem Internetauftritt Interessenten und Versicherte umfassend und kompetent über Leistungen, Beiträge sowie über Gesundheitsthemen informieren und TK-Versicherten wie Geschäftspartnern den bestmöglichen Online-Service eines modernen Dienstleistungsunternehmens bieten.",None
4411,Im Folgenden finden Sie die Datenschutzerklärung der Techniker Krankenkasse.,None
4412,"

",None
4413,"Diese Datenschutzerklärung klärt Nutzer über die Art, den Umfang und Zwecke der Erhebung und Verwendung personenbezogener Daten durch den verantwortlichen Anbieter auf dieser Website (im folgenden “Angebot”) auf.",None
4414,"Die rechtlichen Grundlagen des Datenschutzes finden sich in der Datenschutzgrundverordnung (DSGVO), im Sozialgesetzbuch (SGB) und im Bundesdatenschutzgesetz (BDSG).",None
4415,Die TK erhebt und verwendet Ihre personenbezogenen Daten ausschließlich im Rahmen dieser Bestimmungen.,None
4416,"Damit sind alle Informationen gemeint, die sich auf eine identifizierbare oder identifizierte natürliche Person beziehen.",None
4417,Hierzu gehört z.B. Ihre Krankenversichertennummer.,None
4418,"

Wir sind bestrebt, unser Internetangebot ständig weiterzuentwickeln.",None
4419,Solche Weiterentwicklungen können Änderungen dieser Datenschutzerklärung erforderlich machen.,None
4420,"Wir empfehlen Ihnen, diese Seiten in regelmäßigen Abständen zu besuchen, um auf dem aktuellen Stand zu sein.",None
4421,"

Inhalte - Übersicht:

Verarbeitung und Speicherdauer Ihrer Daten auf tk.de",None
4422,"
",None
4423,Kommunikationswege mit der TK,None
4424,"
",None
4425,Informationen zu Cookies und im Browser gespeicherten Daten,None
4426,"
Analysewerkzeuge
",None
4427,"Einbindung der Dienste Dritter
",None
4428,Systemsicherheit,None
4429,"
",None
4430,Allgemeine Betroffenenrechte,None
4431,"
",None
4432,"Kontaktdaten des Verantwortlichen, des Datenschutzbeauftragten und unserer Aufsichtsbehörden
",None
4433,"1. Verarbeitung und Speicherdauer Ihrer Daten auf tk.de
1.1",None
4434,"Umfang der Verarbeitung personenbezogener Daten
",None
4435,"Soweit auf dieser Website personenbezogene Daten erhoben werden, erfolgt dies entweder aufgrund Ihrer ausdrücklichen Einwilligung, Art. 6 Abs. 1 S. 1 lit.",None
4436,"a DSGVO, zur Erfüllung rechtlicher Verpflichtungen, denen die TK unterliegt, Art. 6 Abs. 1 S. 1 lit.",None
4437,"c DSGVO, zur Wahrnehmung von Aufgaben im öffentlichen Interesse oder in Ausübung öffentlicher Gewalt, die der TK übertragen wurde, Art. 6 Abs. 1 S. 1 lit.",None
4438,"e DSGVO, oder zur Wahrung berechtigter Interessen der TK, Art. 6 Abs. 1 S. 1 lit.",None
4439,f DSGVO.,None
4440,"Die Daten werden solange gespeichert, wie es für den jeweiligen Zweck der Erhebung erforderlich ist und soweit keine gesetzlichen Aufbewahrungsfristen einer Löschung entgegenstehen.",None
4441,"

",None
4442,"Informatorische Nutzung
",None
4443,"Sie müssen keine personenbezogenen Daten angeben, wenn Sie sich auf tk.de lediglich zu einem bestimmten Thema informieren wollen und sich nicht auf der Website anmelden, registrieren oder uns sonstige Informationen übermitteln.",None
4444,"

",None
4445,"Bei dieser sogenannten ""informatorischen Nutzung"" erheben wir ausschließlich die Daten, die Ihr Browser übermittelt, um Ihnen den Besuch der Website zu ermöglichen.",None
4446,"Diese sind:

IP-Adresse
",None
4447,Datum und Uhrzeit der Anfrage,None
4448,"
Zeitzonendifferenz zur Greenwich Mean Time (GMT)",None
4449,"
Inhalt der Anforderung (konkrete Seite)",None
4450,"
Zugriffsstatus/",None
4451,"HTTP-Statuscode
jeweils übertragene Datenmenge
Website, von der die Anforderung kommt
Browser",None
4452,"
Betriebssystem und dessen Oberfläche",None
4453,"
",None
4454,"Sprache und Version der Browsersoftware
",None
4455,"Die protokollierten Daten werden ausschließlich für Zwecke der Datensicherheit, insbesondere zur Abwehr von Angriffsversuchen auf unseren Webserver verwendet (Art. 6 Abs. 1 S. 1 lit.",None
4456,f DSGVO).,None
4457,Sie werden weder für die Erstellung von individuellen Anwenderprofilen verwendet noch an Dritte weitergegeben und werden nach spätestens 90 Tagen gelöscht.,None
4458,Die statistische Auswertung anonymisierter Datensätze behalten wir uns vor.,None
4459,"

Bitte berücksichtigen Sie auch die Hinweise zu den Analysewerkzeugen unter Punkt 4 dieser Datenschutzerklärung.",None
4460,"

Nutzung von Service-Angeboten
",None
4461,"Für einige TK-Onlineservices benötigen wir personenbezogene Daten, um die Services anbieten zu können.",None
4462,"Wenn Sie eines dieser Angebote nutzen möchten, erheben und speichern wir ausschließlich die Daten, die notwendig sind, um den Service zu realisieren.",None
4463,Die gespeicherten Daten werden nur für den angegebenen Zweck genutzt.,None
4464,"

Beispiel
",None
4465,"Wenn Sie den TK-Klinikführer nutzen möchten, benötigen wir von Ihnen die Angabe einer Postleitzahl oder eines Ortes, um Sie über Krankenhäuser in Ihrer Nähe informieren zu können.",None
4466,"

",None
4467,"Welche Daten die TK im jeweiligen Service-Angebot erhebt, speichert und nutzt, ergibt sich aus den einzelnen Eingabemasken.",None
4468,Weitere Informationen zur Datenerhebung und zur Datenverarbeitung entnehmen Sie bitte den Erklärungen und Bestimmungen des jeweiligen Serviceangebots.,None
4469,"

Zu jedem TK-Service-Angebot, für das eine Anmeldung notwendig ist, können Sie sich jederzeit eigeninitiativ an- oder abmelden.",None
4470,"

Teilnahme an Gewinnspielen
",None
4471,Von Zeit zu Zeit finden auf der TK-Website Gewinnspiele statt.,None
4472,"Die TK speichert die personenbezogenen Daten der Teilnehmer, die notwendig sind, um das Gewinnspiel abwickeln zu können.",None
4473,"So benötigt die TK zum Beispiel eine Anschrift, um die Gewinne versenden zu können.",None
4474,"Eine Weitergabe der Daten an Dritte findet nur statt, wenn es die Art des Gewinns oder die Gewinnübergabe erforderlich machen.",None
4475,"Etwa, wenn ein Gewinnspiel auf der TK-Website gemeinsam mit einem Kooperationspartner stattfindet, der die Gewinne direkt versendet.",None
4476,"

1.2",None
4477,Wann werden meine Daten gelöscht?,None
4478,"
",None
4479,"Die TK löscht personenbezogene Daten,

wenn der Nutzer seine Einwilligung zur Speicherung widerruft.",None
4480,"
wenn sie nicht mehr benötigt werden.",None
4481,"
wenn ihre Speicherung aus sonstigen gesetzlichen Gründen unzulässig ist.",None
4482,"
",None
4483,"2. Kommunikationswege mit der TK
2.1",None
4484,"Passwortgeschützte Onlineangebote der TK
",None
4485,"Auf den Websites der TK gibt es für verschiedene Angebote jeweils passwortgeschützte Bereiche, wenn besonders schützenswerte Daten erhoben werden.",None
4486,Nähere Informationen enthalten die jeweiligen Nutzungsbedingungen und Datenschutzerklärungen.,None
4487,"

",None
4488,"Die für die Passworteingabe genutzten Programme protokollieren bei jeder falschen Anmeldung und bei jeder Passwortsperrung folgende Daten:

Datum,
Uhrzeit,
Internet-Adresse des Rechners, über den die Fehleingabe ausgelöst wurde sowie
den Benutzernamen.",None
4489,"
",None
4490,Die Speicherung dieser Daten erfolgt auf dem Web-Server der TK.,None
4491,"

2.2 E-Mail-Kommunikation
",None
4492,"Auch wenn uns die Anfrage per E-Mail zugeschickt worden ist, beantworten wir Kundenanfragen in bestimmten Fällen auf dem herkömmlichen Postweg.",None
4493,"Das ist immer dann der Fall, wenn unsere Antwort Sozialdaten enthält.",None
4494,Eine andere Möglichkeit gibt es derzeit aus rechtlichen Gründen leider nicht.,None
4495,"Sobald eine auf breiter Basis einsetzbare Technologie zur Verfügung steht, die höchstmögliche Datensicherheit gewährleistet, können wir Ihre Leistungsanfragen gern auch per E-Mail beantworten.",None
4496,"

2.3 Newsletter
",None
4497,Die von Ihnen bei der Anmeldung zu einem Newsletter angegebenen Daten werden ausschließlich zum Personalisieren des Newsletters verwendet und nicht an Dritte weiter gegeben.,None
4498,Die Angaben sind freiwillig.,None
4499,Zu statistischen Zwecken führen wir anonymisiertes Tracking durch.,None
4500,"

2.4 Chat
",None
4501,Über tk.de können Sie unseren anonymen TK-Chat aufrufen.,None
4502,Es gelten die entsprechenden Nutzungsbedingungen .,None
4503,"

",None
4504,"Individuelle Fragen zu Leistungen oder zu Ihrem TK-Versicherungsverhältnis beantworten wir in unserem Chat im geschützten Bereich ""Meine TK"" .",None
4505,"

2.5 Kontaktformular
",None
4506,"Sie haben die Möglichkeit, die TK über ein Onlineformular zu kontaktieren.",None
4507,Die ausschließlich zur Kontaktaufnahme erhobenen und verwendeten Daten sind freiwillig.,None
4508,Die Daten werden mittels TLS-Verschlüsselung übertragen.,None
4509,Weitere Details können Sie dem Kontaktformular entnehmen.,None
4510,"

",None
4511,"2.6 Portale
",None
4512,"Sie haben die Möglichkeit, die TK über diverse Portale (zum Beispiel Firmenkunden, Karriere, Innovationen) zu kontaktieren.",None
4513,Die ausschließlich zur Kontaktaufnahme erhobenen und verwendeten Daten sind freiwillig.,None
4514,Die Daten werden mittels TLS-Verschlüsselung übertragen.,None
4515,Weitere Details finden Sie beim jeweiligen Portal.,None
4516,"

2.7 Dialog-Assistent
",None
4517,"Für bestimmte Themen können Sie unseren Dialog-Assistenten verwenden, der Ihnen dialogisch Ihre Frage beantwortet.",None
4518,"
",None
4519,Der Dialog-Assistent erhebt keinerlei personenbezogene Daten.,None
4520,"Die Dialog-Verläufe werden ausschließlich für Trainingszwecke des Systems verwendet, um das Nutzungserlebnis stetig zu verbessern.",None
4521,Eine vollständige Löschung erfolgt nach spätestens 16 Wochen.,None
4522,"


",None
4523,"3. Informationen zu Cookies und im Browser gespeicherten Daten
Wie viele andere Internet-Angebote verwendet auch die TK-Website sogenannte ""Cookies"" und weitere Formen der Speicherung von temporären und technischen Daten in Ihrem Browser (zum Beispiel ""Local Browser Storage"", ""WebSQL"" und weitere).",None
4524,"Bei Cookies handelt es sich um kleine Textdateien, die auf Ihrem Computer gespeichert werden.",None
4525,"Sie enthalten Informationen über Ihren Besuch auf unserer Website, die an die TK übermittelt werden.",None
4526,Cookies werden in der Regel automatisch bei jedem Besuch von tk.de gesetzt oder gelesen.,None
4527,"

Wichtig zu wissen
",None
4528,"In den Cookies werden keine Daten gespeichert, die Rückschlüsse auf die Person zulassen, die unsere Website besucht.",None
4529,Die in den Cookies gespeicherten Informationen werden getrennt von eventuell weiter bei uns angegebenen Daten gespeichert.,None
4530,Eine Zusammenführung dieser Daten mit anderen Datenquellen nehmen wir nicht vor.,None
4531,"

Diese Website nutzt Session-Cookies und zeitlich beschränkte Cookies.",None
4532,"Mit ""Session"" ist dabei eine Internetsitzung gemeint, die spätestens mit dem Schließen des Webbrowsers endet.",None
4533,"

",None
4534,Hier können Sie Ihre Privatsphäre-Einstellungen ändern .,None
4535,"

3.1 Session-Cookies
",None
4536,Zur Speicherung von Session-Daten werden Session-Cookies eingesetzt.,None
4537,"Session-Cookies speichern eine sogenannte Session-ID, mit welcher sich verschiedene Anfragen Ihres Browsers einer Sitzung zuordnen lassen.",None
4538,"Dadurch kann Ihr Rechner wiedererkannt werden, wenn Sie auf die Website zurückkehren.",None
4539,"

",None
4540,Die Lebensdauer eines Session-Cookies ist auf die jeweilige Session beschränkt.,None
4541,"Das bedeutet: Sobald Sie den Browser komplett schließen, wird der Cookie ungültig und nicht mehr nutzbar.",None
4542,"Dasselbe geschieht, wenn Sie länger als 30 Minuten keine Aktion auf der TK-Website ausgeführt haben.",None
4543,"

3.2 Zeitlich beschränkte Cookies
",None
4544,Im Gegensatz zu Session-Cookies werden zeitlich beschränkte Cookies für einen Zeitraum von bis zu 6 Monaten gespeichert.,None
4545,"Sie bleiben auch über den aktuellen Besuch hinaus auf dem Rechner erhalten, es sei denn, sie werden bewusst gelöscht.",None
4546,Darüber hinaus enthalten zeitlich beschränkte Cookies ein vorgegebenes Verfallsdatum.,None
4547,Nach Ablauf dieses Datums werden die Cookies automatisch gelöscht.,None
4548,"

",None
4549,"Die TK nutzt zeitlich beschränkte Cookies zum Beispiel für statistische Zwecke, um erkennen zu können, welche Inhalte der TK-Website besonders gefragt sind.",None
4550,"Dies ist eine wichtige Hilfe, um tk.de für Sie kontinuierlich zu verbessern.",None
4551,Ein Personenbezug wird dabei nicht hergestellt.,None
4552,"

3.3",None
4553,"Löschung
",None
4554,Sie können von der TK gesetzte Cookies jederzeit in Ihrem Browser löschen.,None
4555,"Bitte beachten Sie aber, dass in den Cookies auch Ihre persönlichen Einstellungen für die Nutzung von tk.de gespeichert sind.",None
4556,"Das bedeutet: Wenn Sie diese Cookies löschen, werden auch diese Einstellungen zurückgesetzt und Sie können eventuell nicht alle Funktionen unserer Website nutzen.",None
4557,"

",None
4558,"4. Analysewerkzeuge
4.1 Allgemeines

",None
4559,"Wir werten das Nutzungsverhalten der Besucher unserer Website pseudonymisiert aus, also ohne Rückschlüsse auf die Person des Besuchers ziehen zu können.",None
4560,"Die so gewonnenen Erkenntnisse helfen uns, das Webangebot der TK zu verbessern und Marktanalysen durchzuführen.",None
4561,"

",None
4562,4.2,None
4563,"Webtracking
",None
4564,Zur Analyse des Nutzungsverhaltens verwendet die TK die Methode des sogenannten Webtrackings.,None
4565,"Das heißt, die TK erfasst, welche ihrer Webseiten wie oft besucht wurden.",None
4566,"Zu diesem Zweck setzt die TK Cookies ein, die nach 180 Tagen verfallen.",None
4567,"

",None
4568,Mit der Nutzungsanalyse hat die TK die Firma Webtrekk GmbH als Dienstleister beauftragt.,None
4569,Der TÜV Saarland hat die Webtrekk GmbH für den Datenschutz im Bereich Web Controlling Software zertifiziert.,None
4570,"

Wenn Sie unsere Website besuchen, übermittelt uns Ihr Browser einige Informationen.",None
4571,Diese Daten speichert die Webtrekk GmbH ausschließlich auf ihren Servern in Deutschland.,None
4572,Folgende Daten werden erhoben:,None
4573,"

Uhrzeit des Zugriffs
technische Daten über Ihren Browser und Ihr Endgerät wie Betriebssystem, Browser, Spracheinstellung, Bildschirmauflösung
",None
4574,"Informationen über die genutzten Inhalte und Funktionen wie Seitennamen, Kampagnen, Linkklicks, Logins, Formularabschnitte
",None
4575,"Ihre IP-Adresse wird nicht an Webtrekk übertragen
4.3 Conversion-Tracking
",None
4576,Die TK verwendet zur Analyse der Online-Werbemaßnahmen ein sogenanntes Conversion-Tracking.,None
4577,"Das heißt, die TK erfährt, wie viele Nutzer von einer Online-Werbeanzeige auf die Website tk.de kommen.",None
4578,"Die dadurch gewonnenen Informationen dienen uns dazu, Statistiken über unsere Online-Werbemaßnahmen zu erstellen.",None
4579,"Die Auswertung findet ausschließlich in einer aggregierten Form statt, sodass ein Rückschluss auf Ihre Person nicht möglich ist.",None
4580,"

Für das Conversion-Tracking arbeitet die TK mit dem Anbieter Adform zusammen, da dieser die Messung unserer Online-Werbemaßnahmen durchführt.",None
4581,Für das Conversion-Tracking setzt die TK zeitlich beschränkte Cookies mit einer Laufzeit von 60 Tagen ein.,None
4582,"

4.4 Personalisierung von Website-Inhalten mithilfe von Software der Adtelligence GmbH",None
4583,"
Adtelligence Platform",None
4584,"
",None
4585,"Wir verwenden auf unserer Seite die Software Adtelligence Platform der ADTELLIGENCE GmbH. Hierbei handelt es sich um ein zielgruppenspezifisches Targeting, um unser Onlinegeschäft zu personalisieren.",None
4586,Dazu werden Daten der Webseitenbesucher erfasst und mittels Nutzung von Cookies und Zählpixeln merkmalisch spezifischen Zielgruppen zugeordnet.,None
