,sentence,label
528,"
die Weitergabe ihrer Daten an eine andere Unternehmenseinheit von BNP Paribas, insbesondere wenn Sie oder die Rechtsperson, die Sie vertreten, ein Kunde dieser anderen Einheit ist bzw. wird;",None
529,"
die Abstimmung der Produkte oder Dienstleistungen, die Sie bereits erworben haben oder nutzen, mit anderen Daten, die uns über Sie vorliegen (z. B. könnten wir daraus ersehen, dass Sie Kinder, aber noch keine Familienschutz-Versicherung haben);",None
530,"und
die Überwachung von Transaktionen, um jene zu ermitteln, die von Ihrer normalen Routine abweichen (z. B. wenn eine große Abhebung von Ihrem Bankkonto in einem Land erfolgt, in dem Sie nicht wohnhaft sind).",None
531,"Ihre Daten können in anonymisierte Statistiken eingebunden werden, die gegebenenfalls unseren Unternehmenskunden angeboten werden, um sie bei ihrer Geschäftsentwicklung zu unterstützen.",None
532,"In diesem Fall werden Ihre personenbezogenen Daten keinesfalls offengelegt, und die Personen, die diese anonymisierten Statistiken erhalten, sind nicht in der Lage, Ihre Identität zu ermitteln.",None
533,"Um Ihre Entscheidung zu respektieren, wenn wir Sie um Ihre Zustimmung zu einer bestimmten Datenverarbeitungsmaßnahme gebeten haben.",None
534,"

Gelegentlich benötigen wir zur Verarbeitung Ihrer Daten Ihre Zustimmung.",None
535,"Dies ist beispielsweise der Fall, wenn

die Nutzung gemäß der vorstehend unter Punkt 3 genannten Zwecke zu einer automatisierten Entscheidungsfindung führt und dies rechtliche Folgen nach sich zieht oder für Sie erhebliche Auswirkungen hat.",None
536,In diesem Fall informieren wir Sie separat über den Anlass sowie über die Tragweite und die absehbaren Auswirkungen der Datenverarbeitung.,None
537,"
wir für andere als die vorstehend unter Punkt 3 genannten Zwecke weitere Datenverarbeitungsmaßnahmen veranlassen müssen, werden wir Sie informieren und erforderlichenfalls um Ihre Zustimmung bitten.",None
538,An wen übermitteln wir Ihre personenbezogenen Daten?,None
539,"Wir übermitteln Ihre personenbezogenen Daten für die vorgenannten Zwecke, vorbehaltlich jedoch des geltenden Rechts im Hinblick auf die Weitergabe von Informationen, lediglich weiter an

Unternehmenseinheiten der BNP Paribas-Gruppe (z. B. damit Sie das gesamte Spektrum der Produkte und Dienstleistungen unserer Gruppe nutzen können);",None
540,"Falls Sie Kunde unseres Geschäftsbereichs Corporate & Institutional Banking sind, zählen dazu beispielsweise personenbezogene Daten, auf die zugegriffen wird bzw. die gespeichert werden in Rechtsordnungen, in denen Kapitalanlagen gehalten werden, sowie Rechtsordnungen, in denen und durch die Transaktionen durchgeführt werden, und auch Rechtsordnungen, aus denen Sie regelmäßig Informationen über Ihre Anlagen oder Ihre Geschäfte mit BNP Paribas erhalten oder übermitteln;",None
541,"
Dienstleister, die in unserem Auftrag Dienstleistungen erbringen;",None
542,"Unabhängige Beauftragte, Vermittler oder Makler, Bank- und Fachpartner, mit denen wir eine regelmäßige Beziehung unterhalten;",None
543,"
Finanz-, Steuer-, Aufsichts- oder Justizbehörden, staatliche Stellen oder öffentlich-rechtliche Körperschaften, auf Anfrage und im gesetzlich zulässigen Umfang;",None
544,"
Angehörige bestimmter regulierter Berufe wie Rechtsanwälte, Notare oder Wirtschaftsprüfer;",None
545,"In Bezug auf unseren Geschäftsbereich Corporate & Institutional Banking können wir Ihre personenbezogenen Daten insbesondere weitergeben
an Gegenparteien, Depot- oder Verwahrstellen, Broker/Makler oder Nominees, die wir in Ihrem Auftrag oder im Auftrag der Rechtsperson, die Sie vertreten, beauftragen oder instruieren oder durch die wir in Bezug auf Ihr Konto oder für Zwecke, die auf andere Weise der Erbringung der Dienstleistungen von BNP Paribas für Sie oder der Führung Ihres Kontos untergeordnet sind, handeln oder Geschäfte tätigen.",None
546,"
an zugelassene Auskunfteien, um eine Bonitätsprüfung für von Ihnen verlangte oder beantragte Kredit- oder Hypothekenprodukte durchzuführen, und an Suchdienste zur Eintreibung von Schulden;",None
547,"
an Rating-Agenturen, Versicherer oder andere Anbieter von Kreditabsicherungsinstrumenten für BNP Paribas.",None
548,"
an Stellen zur Betrugsbekämpfung, um die Identität von Kunden oder Personen zu überprüfen oder um Geldwäsche, Betrug oder andere illegale Tätigkeiten zu untersuchen oder zu verhindern.",None
549,"
falls sich die Weitergabe auf die tatsächliche oder potenzielle Übertragung oder Novation einer oder mehrerer Transaktionen gemäß geltender Geschäftsbedingungen (oder Risiken in Bezug auf diese Transaktionen) durch uns bezieht.",None
550,"5. Übermittlung personenbezogener Daten in Länder außerhalb des EWR

",None
551,Unter bestimmten Umständen können wir Ihre Daten an ein anderes Land übermitteln.,None
552,"Wenn internationale Datenübermittlungen aus dem Europäischen Wirtschaftsraum (EWR) in Länder außerhalb des Europäischen Wirtschaftsraumes vorgenommen werden und ein Nicht-EWR-Land nach Einschätzung der Europäischen Kommission ein angemessenes Maß an Datenschutz gewährleistet, erfolgt die Übermittlung Ihrer personenbezogenen Daten auf dieser Grundlage.",None
553,"Bei der Datenübermittlung an Länder außerhalb des Europäischen Wirtschaftsraums, deren Schutzniveau von der Europäischen Kommission nicht als angemessen anerkannt wurde, stützen wir uns entweder auf eine Ausnahmeregelung für die konkrete Situation (z. B. falls die Übermittlung für die Erfüllung unseres Vertrages mit Ihnen erforderlich ist, etwa bei der Durchführung einer internationalen Zahlung), oder wir implementieren von der Europäischen Kommission genehmigte Standardvertragsklauseln, um den Schutz Ihrer personenbezogenen Daten sicherzustellen.",None
554,"

Wenn Sie einen Kopie dieser Garantien oder weitere Einzelheiten darüber benötigen, wo diese verfügbar sind, können Sie sich (wie in Punkt 9 beschrieben) schriftlich an uns wenden.",None
555,"

6. Wie lange bewahren wir Ihre personenbezogenen Daten auf?",None
556,"Wir bewahren Ihre personenbezogenen Daten wie folgt auf: (i) während des nach geltendem Recht erforderlichen Zeitraums; oder (ii) während eines anderen Zeitraums, der erforderlich ist, damit wir unsere geschäftlichen Verpflichtungen erfüllen können, etwa: ordnungsgemäße Kontoführung, Durchführung des Kundenmanagements und Verteidigung von Rechtsansprüchen oder Anfragen der Aufsichtsbehörden.",None
557,Dabei ist der längste Zeitraum maßgebend.,None
558,"Die meisten personenbezogenen Daten, die zu einem bestimmten Kunden erhoben werden, werden während der Dauer der Vertragsbeziehung mit diesem Kunden zuzüglich einer bestimmten Anzahl von Jahren nach Beendigung der Vertragsbeziehung oder andernfalls nach den geltenden Rechtsvorschriften aufbewahrt.",None
559,"Falls Sie weitere Informationen zur Aufbewahrungsdauer Ihrer personenbezogenen Daten oder zu den Kriterien der Ermittlung dieser Dauer erhalten möchten, nehmen Sie bitte über die im nachstehenden Punkt 9 genannte Adresse mit uns Kontakt auf.",None
560,7. Welche Rechte haben Sie und wie können Sie diese wahrnehmen?,None
561,"

Je nachdem, welches Datenschutzrecht auf Ihre Situation anwendbar ist, haben Sie bestimmte Rechte in Bezug auf Ihre personenbezogenen Daten.",None
562,"Falls die Datenschutz-Grundverordnung der EU Anwendung findet, etwa wenn Ihre personenbezogenen Daten von einer Gesellschaft von BNP Paribas im Europäischen Wirtschaftsraum nach dem geltenden Recht verarbeitet werden, haben Sie die folgenden Rechte:

Auskunft:",None
563,Sie können Informationen zur Verarbeitung Ihrer personenbezogenen Daten und eine Kopie dieser Daten anfordern.,None
564,"
Datenberichtigung: Wenn Ihre personenbezogenen Daten Ihrer Ansicht nach falsch oder unvollständig sind, können Sie eine entsprechende Berichtigung dieser Daten verlangen.",None
565,"
Datenlöschung: Sie können verlangen, dass Ihre personenbezogenen Daten gelöscht werden, soweit dies nach geltendem Recht zulässig ist.",Right to Deletion
566,"
Einschränkung der Datenverarbeitung: Sie können eine Einschränkung der Verarbeitung Ihrer personenbezogenen Daten verlangen.",Right to Deletion
567,"
Einschränkung der Datenverarbeitung: Sie können eine Einschränkung der Verarbeitung Ihrer personenbezogenen Daten verlangen.",Right to Withdraw Consent
568,"
Einspruch gegen die Datenverarbeitung:",Right to Withdraw Consent
569,"
Einspruch gegen die Datenverarbeitung:",Right to Complain
570,Sie können einer Verarbeitung Ihrer personenbezogenen Daten unter Verweis auf Ihre besondere Situation widersprechen.,Right to Complain
571,"Ihnen steht das uneingeschränkte Recht zu, eine Verarbeitung Ihrer personenbezogenen Daten für Direktmarketingzwecke zu untersagen und auch ein damit verbundenes Profiling abzulehnen.",None
572,"
Widerruf der Zustimmung zur Datenverarbeitung: Wenn Sie einer Verarbeitung Ihrer personenbezogenen Daten zugestimmt haben, können Sie diese Zustimmung jederzeit widerrufen.",None
573,"
Recht auf Datenübertragbarkeit:",None
574,"Soweit rechtlich möglich, können Sie die uns zur Verfügung gestellten personenbezogenen Daten zurückfordern oder an einen Dritten übermitteln lassen, falls dies technisch machbar ist.",None
575,"Wenn Sie weitere Informationen benötigen oder Ihre vorstehenden Rechte ausüben wollen, senden Sie bitte ein Schreiben oder eine E-Mail an die im nachstehenden Punkt 9 genannte Adresse.",None
576,"Bitte fügen Sie eine (eingescannte) Kopie Ihres Personalausweises bei, um sich auszuweisen.",None
577,"

Gemäß den geltenden gesetzlichen Bestimmungen haben Sie zusätzlich zur Wahrnehmung der vorstehenden Rechte die Möglichkeit, eine Beschwerde bei der zuständigen Aufsichtsbehörde einzureichen.",None
578,8. Wie könnten Sie sich über Änderungen dieser Datenschutzhinweise informieren?,None
579,Vor dem Hintergrund eines ständigen technischen Wandels müssen wir diese Informationen zur Datenschutzhinweise gegebenenfalls von Zeit zu Zeit aktualisieren.,None
580,Die jeweils aktuelle Fassung steht Ihnen online zur Verfügung.,None
581,Über grundlegende Änderungen werden wir Sie auf unserer Website oder über die sonstigen üblichen Kommunikationskanäle informieren.,None
582,"

9. Wie erreichen Sie uns?",None
583,"

Falls Sie Fragen zur Nutzung Ihrer personenbezogenen Daten im Rahmen dieser Datenschutzhinweise haben oder ein Exemplar dieser Hinweise in Ihrer Muttersprache erhalten möchten, wenden Sie sich bitte an unseren Datenschutzbeauftragten unter gdpr.desk.cib@bnpparibas.com[2].",None
584,Weitere Informationen zu Datenschutz und Sicherheit sind unserer Cookies-Richtlinie zu entnehmen.,None
585,"

10. Länderspezifische Bestimmungen

Österreich",None
586,"Wir, die in Österreich eingetragenen Unternehmenseinheiten von BNP Paribas, geben Ihre personenbezogenen Daten entsprechend dieser Datenschutzhinweise nur weiter, soweit dies nicht gegen die österreichischen Rechtsvorschriften zum Bankgeheimnis und/oder andere lokale gesetzliche Anforderungen verstößt.",None
587,"Wenn Sie Ihre im vorstehenden Punkt 7 aufgeführten Rechte ausüben wollen, nehmen Sie bitte über einen der folgenden Wege mit uns Kontakt auf:",None
588,"

Das E-Formular: https://companies.bnpparibasfortis.be/en/disclaimer
Ihr Business Center
Richten Sie ein Schreiben an BNP Paribas Fortis SA/NV – Data Protection and Privacy Office – 1MA4B, Montagne du Parc/Warandeberg 3, 1000 Brüssel, oder eine E-Mail an privacy@bnpparibasfortis.com.",None
589,"Bitte fügen Sie eine (eingescannte) Kopie Ihres Personalausweises bei, um sich auszuweisen.",None
590,Deutschland,None
591,"

Wir, die in Deutschland eingetragenen Unternehmenseinheiten von BNP Paribas, einschließlich BNP Paribas Niederlassung Deutschland, zeichnen Telefongespräche mit Ihnen nur dann auf, wenn wir nach den geltenden Rechtsvorschriften hierzu verpflichtet sind, oder wenn Sie uns Ihre vorherige Zustimmung zur Aufzeichnung des Telefongesprächs erteilt haben.",None
592,"Wir geben Ihre personenbezogenen Daten entsprechend dieser Datenschutzhinweise nur weiter, soweit dies nicht gegen die deutschen Rechtsvorschriften zum Bankgeheimnis und/oder andere lokale gesetzliche Anforderungen verstößt.",None
593,"

Wir verarbeiten Ihre Daten teilweise auf automatisierte Weise mit dem Ziel, bestimmte persönliche Aspekte auszuwerten (Profiling).",None
594,Wir verwenden Profiling zum Beispiel in den folgenden Fällen:,None
595,"

Wir sind aufgrund gesetzlicher und regulatorischer Vorgaben zur Bekämpfung von Geldwäsche, Terrorismusfinanzierung und vermögensgefährdenden Straftaten  verpflichtet.",None
596,Dabei werden auch Datenauswertungen  (u.a. im Zahlungsverkehr) vorgenommen.,None
597,Diese Maßnahmen dienen zugleich auch Ihrem Schutz.,None
598,"Um Sie zielgerichtet über Produkte informieren und  beraten zu können, setzen wir Auswertungsinstrumente ein.",None
599,"Diese ermöglichen eine bedarfsgerechte Kommunikation und Werbung, einschließlich Markt- und Meinungsforschung.",None
600,"Wir, die in Ungarn eingetragenen Unternehmenseinheiten von BNP Paribas, zeichnen mit Ausnahme der obligatorischen Aufzeichnung von Beschwerden Telefongespräche mit Ihnen nur dann auf, wenn Sie Ihre vorherige Zustimmung zur Aufzeichnung dieser Telefongespräche erteilt haben.",None
601,"

Ungeachtet der Bestimmungen dieser Datenschutzhinweise geben wir Ihre personenbezogenen Daten entsprechend dieser Datenschutzhinweise nur weiter, soweit dies nicht gegen die ungarischen Rechtsvorschriften zum Bankgeheimnis und/oder andere lokale gesetzliche Anforderungen verstößt.",None
602,"Falls Sie Fragen haben oder Ihre Rechte ausüben wollen, senden Sie bitte eine Anfrage an die folgende E-Mail-Adresse:",None
603,"Falls Sie Fragen haben oder Ihre Rechte ausüben wollen, senden Sie bitte eine Anfrage an die folgende E-Mail-Adresse: DPOdeskSpain@bnpparibas.com.",None
604,"

Schweden",None
605,"Wir geben Ihre personenbezogenen Daten entsprechend dieser Datenschutzhinweise nur weiter, soweit dies nicht gegen die schwedischen Rechtsvorschriften zum Bankgeheimnis und/oder die schwedischen Verpflichtungen zur Bekämpfung der Geldwäsche und/oder andere lokale gesetzliche Anforderungen verstößt.",None
606,"

Schweiz",None
607,"

Wir, BNP Paribas (Suisse), möchten Sie bitten, die Datenschutzhinweise der BNP Paribas (Suisse) SA (die ‚Datenschutzhinweise von BNPPS‘) zu lesen, die auf das Schweizer Datenschutzrecht verweist und abrufbar ist unter http://www.bnpparibas.ch/en/privacy-policy.",None
608,"Die Datenschutzhinweise von BNPPS ist vergleichbar mit der vorliegenden Datenschutzhinweise, hat jedoch im Falle der Verarbeitung personenbezogener Daten durch die BNP Paribas Suisse SA bei einer widersprechenden Bestimmung Vorrang über die vorliegende Datenschutzhinweise.",None
609,"

Bitte beachten Sie, dass BNP Paribas (Suisse) SA Ihre Daten entsprechend der Datenschutzhinweise von BNPPS nur weitergibt, soweit dies nicht gegen die Schweizer Rechtsvorschriften zum Bankgeheimnis und/oder andere lokale gesetzliche Anforderungen verstößt.",None
610,"

§5 der Datenschutzhinweise von BNPPS lauten wie folgt:",None
611,DATEN,None
612,DER SCHWEIZ ODER,None
613,DES,None
614,"Im Falle einer internationalen Datenübermittlung an ein Land, für das die zuständige Behörde bestätigt hat, dass es ein angemessenes Datenschutzniveau bietet, kann die Übermittlung Ihrer personenbezogenen Daten auf dieser Grundlage erfolgen.",None
